task_id,submit_time,wait_time_secs,completion_time,execution_ms,status,error_msg
task_ce-182,2024-06-22 23:57:14.315824,39.73475,2024-06-22 23:58:07.913596,13.863017082214355,SUCCESS,
task_ce-184,2024-06-22 23:57:14.317917,39.734735,2024-06-22 23:58:07.915371,13.862717151641846,SUCCESS,
task_ce-213,2024-06-22 23:57:14.354227,47.779151,2024-06-22 23:58:08.064310,5.930929899215698,SUCCESS,
task_ce-164,2024-06-22 23:57:14.294441,40.80335,2024-06-22 23:58:07.758448,12.660654783248901,SUCCESS,
task_ce-189,2024-06-22 23:57:14.324072,40.790875,2024-06-22 23:58:08.470891,13.355942010879517,SUCCESS,
task_ce-217,2024-06-22 23:57:14.359137,50.629757,2024-06-22 23:58:08.067889,3.078995943069458,SUCCESS,
task_ce-205,2024-06-22 23:57:14.341727,46.714307,2024-06-22 23:58:07.043429,5.987396717071533,SUCCESS,
task_ce-206,2024-06-22 23:57:14.343135,46.726394,2024-06-22 23:58:08.955866,7.886335849761963,SUCCESS,
task_ce-204,2024-06-22 23:57:14.340580,45.739839,2024-06-22 23:58:08.951404,8.870980978012085,SUCCESS,
task_ce-190,2024-06-22 23:57:14.325130,44.531726,2024-06-22 23:58:09.138233,10.281373977661133,SUCCESS,
task_ce-227,2024-06-22 23:57:14.372638,51.765144,2024-06-22 23:58:09.506018,3.368232011795044,SUCCESS,
task_ce-203,2024-06-22 23:57:14.339341,51.039552,2024-06-22 23:58:10.108985,4.730091094970703,SUCCESS,
task_ce-214,2024-06-22 23:57:14.355531,49.537429,2024-06-22 23:58:08.931323,5.038361072540283,SUCCESS,
task_ce-218,2024-06-22 23:57:14.360302,50.629529,2024-06-22 23:58:08.933864,3.9440319538116455,SUCCESS,
task_ce-223,2024-06-22 23:57:14.368179,50.626893,2024-06-22 23:58:10.130657,5.1355812549591064,SUCCESS,
task_ce-186,2024-06-22 23:57:14.320092,46.855451,2024-06-22 23:58:09.304046,8.128502130508423,SUCCESS,
task_ce-211,2024-06-22 23:57:14.349026,49.693651,2024-06-22 23:58:09.677418,5.6347362995147705,SUCCESS,
task_ce-210,2024-06-22 23:57:14.347705,47.521869,2024-06-22 23:58:09.677960,7.808379888534546,SUCCESS,
task_ce-222,2024-06-22 23:57:14.367038,50.626615,2024-06-22 23:58:11.009503,6.0158469676971436,SUCCESS,
task_ce-226,2024-06-22 23:57:14.371572,51.855341,2024-06-22 23:58:11.106001,4.879085063934326,SUCCESS,
task_ce-229,2024-06-22 23:57:14.375101,51.776166,2024-06-22 23:58:11.286788,5.1355202198028564,SUCCESS,
task_ce-219,2024-06-22 23:57:14.362624,49.685165,2024-06-22 23:58:10.993665,6.945876836776733,SUCCESS,
task_ce-220,2024-06-22 23:57:14.364654,49.728324,2024-06-22 23:58:12.839970,8.74698519706726,SUCCESS,
task_ce-207,2024-06-22 23:57:14.344313,46.729338,2024-06-22 23:58:09.705142,8.63149094581604,SUCCESS,
task_ce-208,2024-06-22 23:57:14.345414,46.734856,2024-06-22 23:58:12.850484,11.770210027694702,SUCCESS,
task_ce-234,2024-06-22 23:57:14.380782,51.896995,2024-06-22 23:58:13.397696,7.11991810798645,SUCCESS,
task_ce-225,2024-06-22 23:57:14.370439,50.983636,2024-06-22 23:58:13.401808,8.047731876373291,SUCCESS,
task_ce-212,2024-06-22 23:57:14.352833,49.69125,2024-06-22 23:58:13.929077,9.884992122650146,SUCCESS,
task_ce-209,2024-06-22 23:57:14.346520,47.984839,2024-06-22 23:58:13.879622,11.548261880874634,SUCCESS,
task_ce-221,2024-06-22 23:57:14.365873,53.358173,2024-06-22 23:58:14.942705,7.218652963638306,SUCCESS,
task_ce-224,2024-06-22 23:57:14.369324,50.981412,2024-06-22 23:58:15.236990,9.886252880096436,SUCCESS,
task_ce-215,2024-06-22 23:57:14.356723,48.690888,2024-06-22 23:58:15.552756,12.505139827728271,SUCCESS,
